KnowledgePointID,TopicID,TopicName,Domain,SourceIDs,SourceFiles,HeadingPath,KnowledgePoint,WhyExamRelevant,CardTypes,ExamUse,Importance,Difficulty,NeedsVerification,RelatedTopicIDs,RelatedQuestionIDs,RejectRisk
KP-0046,T-INT-002,项目章程、SOW、项目管理计划与基准体系,整体管理,SRC-T-INT-002-0007,topic_learning_packages/topics/04_整体管理/T-INT-002_专题学习包_项目章程SOW项目管理计划与基准关系.md,项目章程、SOW、项目管理计划与基准体系 > 典型题详解与举一反三,典型题详解与举一反三 例题 1｜章程 vs 计划内容 以下哪项是项目章程的内容？ A. 详细的 WBS B. 成本绩效基准 C. 任命项目经理并授权 D. 风险应对计划 A、B、D 属于项目管理计划或子计划的产物。,可用于定义识别、场景判断、流程边界或案例答题。,流程卡;辨析卡,上午选择,A,3,False,,,
KP-0047,T-INT-002,项目章程、SOW、项目管理计划与基准体系,整体管理,SRC-T-INT-002-0008,topic_learning_packages/topics/04_整体管理/T-INT-002_专题学习包_项目章程SOW项目管理计划与基准关系.md,项目章程、SOW、项目管理计划与基准体系 > 本轮真题覆盖增强：章程、SOW、计划和基准,本轮真题覆盖增强：章程、SOW、计划和基准 本节把 questions.full.clean.md 与既有真题映射中的高频考法反查回本专题。上午题常用文件内容设陷阱：授权项目经理是章程，整合各分计划的是项目管理计划，经批准的范围/进度/成本形成基准。,可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;流程卡;辨析卡,下午案例,A,3,False,,,
KP-0048,T-INT-002,项目章程、SOW、项目管理计划与基准体系,整体管理,SRC-T-INT-002-0010,topic_learning_packages/topics/04_整体管理/T-INT-002_专题学习包_项目章程SOW项目管理计划与基准关系.md,项目章程、SOW、项目管理计划与基准体系 > 本专题的最小掌握标准,"本专题的最小掌握标准 至少能做到：① 区分章程和计划各自的内容和发布者；② 知道三大基准由什么组成；③ 理解基准修改必须走变更控制流程；④ 不做""章程=计划""的调换题。 ---",可用于定义识别、场景判断、流程边界或案例答题。,流程卡,上午选择,A,3,True,,,verification
KP-0049,T-INT-004,整体变更控制与 CCB,整体管理,SRC-T-INT-004-0001,topic_learning_packages/topics/04_整体管理/T-INT-004_专题学习包_整体变更控制与CCB.md,整体变更控制与 CCB,"T-INT-004｜整体变更控制与 CCB 本专题用于学习""项目整体管理""中必出选择题和案例题的一组核心内容：整体变更控制、变更控制委员会（CCB）、变更请求的四种类型、变更控制流程、批准后更新。它们不是孤立管理动作，而是围绕一个核心问题展开：当项目需要改变时，如何确保这种改变是经过评估、经过授权、经过记录、经过沟通的——而不是""谁嗓门大谁说了算""？",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;流程卡,下午案例,A,3,False,,,
KP-0050,T-INT-004,整体变更控制与 CCB,整体管理,SRC-T-INT-004-0002,topic_learning_packages/topics/04_整体管理/T-INT-004_专题学习包_整体变更控制与CCB.md,整体变更控制与 CCB > 先看这个专题的主线,"先看这个专题的主线 变更控制在很多同学看来就是""填个表、领导签个字""。但软考对变更控制的考查远超这个层次——它会从变更和配置的关系、CCB 的角色边界、不同类型的变更请求、变更后必须更新哪些文件等多个维度出题。",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;流程卡;辨析卡,下午案例,A,3,False,,,
KP-0051,T-INT-004,整体变更控制与 CCB,整体管理,SRC-T-INT-004-0003,topic_learning_packages/topics/04_整体管理/T-INT-004_专题学习包_整体变更控制与CCB.md,整体变更控制与 CCB > 变更控制的核心理念,变更控制的核心理念 [定义｜整体变更控制] 整体变更控制是审查所有变更请求、批准变更、管理对可交付成果、组织过程资产、项目文件和项目管理计划的变更，并对变更处理结果进行沟通的过程。它贯穿项目始终，项目经理对此负最终责任。,可用于定义识别、场景判断、流程边界或案例答题。,流程卡,上午选择,A,3,False,,,
KP-0052,T-INT-004,整体变更控制与 CCB,整体管理,SRC-T-INT-004-0004,topic_learning_packages/topics/04_整体管理/T-INT-004_专题学习包_整体变更控制与CCB.md,整体变更控制与 CCB > CCB：变更控制委员会的角色与边界,CCB：变更控制委员会的角色与边界 [定义｜CCB] 变更控制委员会（Change Control Board）是一个正式组成的团体，负责审查、评价、批准、推迟或否决项目变更，以及记录和传达变更处理决定。 关于 CCB，有几个高频考点： CCB 批什么？,可用于定义识别、场景判断、流程边界或案例答题。,流程卡;辨析卡,上午选择,A,3,False,,,
KP-0053,T-INT-004,整体变更控制与 CCB,整体管理,SRC-T-INT-004-0005,topic_learning_packages/topics/04_整体管理/T-INT-004_专题学习包_整体变更控制与CCB.md,整体变更控制与 CCB > 四种变更请求,四种变更请求 软考中会出现的变更请求类型不止一种。能够区分它们是理解变更管理的基础。,可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;流程卡,下午案例,A,3,False,,,
KP-0054,T-INT-004,整体变更控制与 CCB,整体管理,SRC-T-INT-004-0006,topic_learning_packages/topics/04_整体管理/T-INT-004_专题学习包_整体变更控制与CCB.md,整体变更控制与 CCB > 变更控制与配置管理：两个密切相关但不同的概念,"变更控制与配置管理：两个密切相关但不同的概念 这是一个高考频的辨析点： [辨析｜变更控制 vs 配置管理] 变更控制关注的是""允许不允许改、怎么改、谁批准""。它的核心问题是：对一个变更请求，应该批准、否决还是推迟？",可用于定义识别、场景判断、流程边界或案例答题。,辨析卡,上午选择,A,3,True,,,verification
KP-0055,T-INT-004,整体变更控制与 CCB,整体管理,SRC-T-INT-004-0007,topic_learning_packages/topics/04_整体管理/T-INT-004_专题学习包_整体变更控制与CCB.md,整体变更控制与 CCB > 典型题详解与举一反三,典型题详解与举一反三 例题 1｜CCB 审批范围 以下哪项通常需要提交给 CCB 审批？ A. 项目团队成员的请假申请 B. 增加新功能的变更请求 C. 周报中发现的进度偏差 D. 项目例会的会议纪要 A 属于日常人员管理，不需要 CCB；C 是监控发现的问题，可能需要分析后提出变更请求，但偏差本身不需要 CCB 审批；D 是例行文档，不需要 CCB。,可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;流程卡;辨析卡,下午案例,A,3,False,,,
KP-0056,T-INT-004,整体变更控制与 CCB,整体管理,SRC-T-INT-004-0008,topic_learning_packages/topics/04_整体管理/T-INT-004_专题学习包_整体变更控制与CCB.md,整体变更控制与 CCB > 本轮真题覆盖增强：变更请求到 CCB 闭环,本轮真题覆盖增强：变更请求到 CCB 闭环 本节把 questions.full.clean.md 与既有真题映射中的高频考法反查回本专题。2019 范围案例和多类下午题都把“口头变更、客户直接找开发、领导直接指示”作为变更失控证据。,可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;流程卡;辨析卡,下午案例,A,3,False,,,
KP-0057,T-INT-004,整体变更控制与 CCB,整体管理,SRC-T-INT-004-0010,topic_learning_packages/topics/04_整体管理/T-INT-004_专题学习包_整体变更控制与CCB.md,整体变更控制与 CCB > 本专题的最小掌握标准,本专题的最小掌握标准 学完本专题后，你至少应该能做到五件事。 第一，能画出变更控制的完整流程（从发现需求到更新记录+通知），并说出每个环节的关键动作。,可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;流程卡;辨析卡,下午案例,A,3,True,,,verification
KP-0058,T-INT-004,整体变更控制与 CCB,整体管理,SRC-T-INT-004-0011,topic_learning_packages/topics/04_整体管理/T-INT-004_专题学习包_整体变更控制与CCB.md,整体变更控制与 CCB > 待核验与后续改进,待核验与后续改进 - 四种变更请求的教材中文表述可能与 PMBOK 标准中文版有细微差异，建议与教程第 6 章对照。[待核验],可用于定义识别、场景判断、流程边界或案例答题。,概念卡,上午选择,A,3,True,,,verification
KP-0059,T-SCOPE-002,WBS、工作包、WBS 字典与范围基准,范围管理,SRC-T-SCOPE-002-0001,topic_learning_packages/topics/05_范围管理/T-SCOPE-002_专题学习包_WBS工作包WBS字典与范围基准.md,WBS、工作包、WBS 字典与范围基准,"T-SCOPE-002｜WBS、工作包、WBS 字典与范围基准 本专题用于学习""项目范围管理""中最核心也最容易被低估的一组内容：工作分解结构（WBS）、工作包、WBS 字典、范围基准、控制账户和分解原则。它们不是孤立文档，而是围绕一个核心问题展开：如何把模糊的项目目标转化为可管理、可估算、可分配、可控制的工作单元，并形成稳定的范围基准？",可用于定义识别、场景判断、流程边界或案例答题。,概念卡,上午选择,A,3,False,,,
KP-0060,T-SCOPE-002,WBS、工作包、WBS 字典与范围基准,范围管理,SRC-T-SCOPE-002-0002,topic_learning_packages/topics/05_范围管理/T-SCOPE-002_专题学习包_WBS工作包WBS字典与范围基准.md,WBS、工作包、WBS 字典与范围基准 > 先看这个专题的主线,"先看这个专题的主线 WBS 在很多同学眼里就是""画一棵倒树""，画完就结束了。但软考对 WBS 的考查远不止于此——它会从""什么应该包含在 WBS 中""""WBS 词典有什么用""""范围基准由什么组成""""WBS 与进度、成本的关系""等多个角度出题。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;案例模板卡;计算卡,计算题,A,3,False,,,
KP-0061,T-SCOPE-002,WBS、工作包、WBS 字典与范围基准,范围管理,SRC-T-SCOPE-002-0003,topic_learning_packages/topics/05_范围管理/T-SCOPE-002_专题学习包_WBS工作包WBS字典与范围基准.md,WBS、工作包、WBS 字典与范围基准 > WBS 是什么：以可交付成果为导向的层级分解,WBS 是什么：以可交付成果为导向的层级分解 [定义｜WBS] 工作分解结构（Work Breakdown Structure）是以可交付成果为导向的，对项目团队为实现项目目标、创建所需可交付成果而需要实施的全部工作范围的层级分解。WBS 组织并定义了项目的全部范围。,可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡,上午选择,A,3,False,,,
KP-0062,T-SCOPE-002,WBS、工作包、WBS 字典与范围基准,范围管理,SRC-T-SCOPE-002-0004,topic_learning_packages/topics/05_范围管理/T-SCOPE-002_专题学习包_WBS工作包WBS字典与范围基准.md,"WBS、工作包、WBS 字典与范围基准 > WBS 词典：WBS 的""说明书""","WBS 词典：WBS 的""说明书"" [定义｜WBS 词典] WBS 词典是对 WBS 中每个组件的详细说明文件。它包含该组件的账户编码、工作说明、负责人、进度里程碑清单等信息，还可能包括合同信息、质量要求、技术文献、计划活动、资源和成本估算等。",可用于定义识别、场景判断、流程边界或案例答题。,辨析卡,上午选择,A,3,True,,,verification
